"Run","Run ID","metric","step","timestamp","value"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","0","1764813580483","0.16996589303016663"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","1","1764815100690","0.01277686096727848"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","2","1764816589944","0.009326844476163387"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","3","1764818080424","0.007695223670452833"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","4","1764819571095","0.0068501573987305164"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","5","1764821088582","0.006178577430546284"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","6","1764822587452","0.005675824824720621"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","7","1764824084048","0.005214017815887928"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","8","1764825585303","0.004878682550042868"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","9","1764827091809","0.00454778503626585"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","10","1764828628850","0.004205294419080019"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","11","1764830160178","0.003956785425543785"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","12","1764831687890","0.003759529907256365"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","13","1764833217385","0.0034848744980990887"
"shallow-net-training","b8414493e3e44150aad71844b092b601","train_ce_loss","14","1764834755631","0.00328212883323431"
